Date,Home,Away,Result,Home Score,Away Score,Wrap-up Result,WU Home Score,WU Away Score,WU innings,Sim Number
2010-04-19,Tijuana,Phoenix,Tijuana,8,3,,,,,8
2010-04-19,Seattle,Calgary,Calgary,6,7,,,,,8
2010-04-19,Denver,Vancouver,Vancouver,1,5,,,,,8
2010-04-20,Nashville,Charlotte,Charlotte,6,17,,,,,8
2010-04-20,Monterrey,Dallas,Dallas,1,3,,,,,8
2010-04-20,Atlanta,Birmingham,Birmingham,3,8,,,,,8
2010-04-20,Merida,San Antonio,Merida,8,4,,,,,8
2010-04-20,Seattle,Calgary,Seattle,6,3,,,,,8
2010-04-21,Monterrey,Los Angeles,Monterrey,3,2,,,,,8
2010-04-21,Seattle,Charlotte,Charlotte,4,5,,,,,8
2010-04-21,Calgary,Atlanta,Calgary,5,1,,,,,8
2010-04-21,Denver,Nashville,Nashville,4,5,,,,,8
2010-04-21,Merida,Phoenix,Phoenix,4,5,,,,,8
2010-04-21,Oakland,Dallas,Oakland,9,5,,,,,8
2010-04-21,Tijuana,San Antonio,San Antonio,4,5,,,,,8
2010-04-21,Vancouver,Birmingham,Birmingham,0,2,,,,,8
2010-04-22,Monterrey,Los Angeles,Los Angeles,0,3,,,,,8
2010-04-22,Seattle,Charlotte,Charlotte,0,10,,,,,8
2010-04-22,Calgary,Atlanta,Atlanta,2,4,,,,,8
2010-04-22,Denver,Nashville,Denver,5,3,,,,,8
2010-04-22,Merida,Phoenix,Phoenix,7,10,,,,,8
2010-04-22,Oakland,Dallas,Oakland,4,3,,,,,8
2010-04-22,Tijuana,San Antonio,Tijuana,9,2,,,,,8
2010-04-22,Vancouver,Birmingham,Vancouver,6,4,,,,,8
2010-04-23,Monterrey,Los Angeles,Monterrey,5,0,,,,,8
2010-04-23,Seattle,Charlotte,Charlotte,7,15,,,,,8
2010-04-23,Calgary,Atlanta,Atlanta,1,6,,,,,8
2010-04-23,Denver,Nashville,Denver,6,1,,,,,8
2010-04-23,Merida,Phoenix,Merida,6,3,,,,,8
2010-04-23,Tijuana,San Antonio,San Antonio,2,6,,,,,8
2010-04-23,Vancouver,Birmingham,Birmingham,6,7,,,,,8
2010-04-24,Nashville,Denver,Nashville,9,1,,,,,8
2010-04-24,Los Angeles,Merida,Los Angeles,4,2,,,,,8
2010-04-24,Calgary,Birmingham,Calgary,5,1,,,,,8
2010-04-24,Oakland,Monterrey,Monterrey,3,10,,,,,8
2010-04-25,Tijuana,Dallas,Dallas,1,10,,,,,8
2010-04-25,San Antonio,Phoenix,San Antonio,7,6,,,,,8
2010-04-25,Charlotte,Seattle,Seattle,4,5,,,,,8
2010-04-25,Nashville,Denver,Denver,1,3,,,,,8
2010-04-25,Vancouver,Atlanta,Atlanta,2,10,,,,,8
2010-04-25,Los Angeles,Merida,Los Angeles,7,6,,,,,8
2010-04-25,Calgary,Birmingham,Calgary,9,4,,,,,8
2010-04-25,Oakland,Monterrey,Oakland,7,5,,,,,8
2010-04-26,Tijuana,Dallas,Tijuana,10,2,,,,,8
2010-04-26,San Antonio,Phoenix,San Antonio,4,3,,,,,8
2010-04-26,Charlotte,Seattle,Seattle,3,4,,,,,8
2010-04-26,Nashville,Denver,Denver,0,3,,,,,8
2010-04-26,Vancouver,Atlanta,Atlanta,6,7,,,,,8
2010-04-26,Los Angeles,Merida,Los Angeles,6,2,,,,,8
2010-04-27,Tijuana,Dallas,Tijuana,4,2,,,,,8
2010-04-27,San Antonio,Phoenix,Phoenix,4,5,,,,,8
2010-04-27,Charlotte,Seattle,Seattle,1,5,,,,,8
2010-04-27,Calgary,Nashville,Calgary,4,3,,,,,8
2010-04-27,Birmingham,Vancouver,Vancouver,2,8,,,,,8
2010-04-28,San Antonio,Oakland,Oakland,3,5,,,,,8
2010-04-28,Phoenix,Monterrey,Phoenix,7,5,,,,,8
2010-04-28,Denver,Charlotte,Charlotte,0,2,,,,,8
2010-04-28,Seattle,Atlanta,Atlanta,4,9,,,,,8
2010-04-28,Dallas,Los Angeles,Los Angeles,5,9,,,,,8
2010-04-28,Calgary,Nashville,Calgary,6,0,,,,,8
2010-04-28,Birmingham,Vancouver,Vancouver,3,5,,,,,8
2010-04-29,San Antonio,Oakland,Oakland,0,6,,,,,8
2010-04-29,Phoenix,Monterrey,Monterrey,3,6,,,,,8
2010-04-29,Tijuana,Merida,Tijuana,4,1,,,,,8
2010-04-29,Denver,Charlotte,Charlotte,2,3,,,,,8
2010-04-29,Seattle,Atlanta,Atlanta,1,7,,,,,8
2010-04-29,Dallas,Los Angeles,Dallas,8,5,,,,,8
2010-04-29,Calgary,Nashville,Calgary,4,3,,,,,8
2010-04-29,Birmingham,Vancouver,Birmingham,4,3,,,,,8
2010-04-30,San Antonio,Oakland,Oakland,2,7,,,,,8
2010-04-30,Phoenix,Monterrey,Monterrey,2,5,,,,,8
2010-04-30,Tijuana,Merida,Tijuana,2,1,,,,,8
2010-04-30,Denver,Charlotte,Denver,12,8,,,,,8
2010-04-30,Seattle,Atlanta,Atlanta,2,8,,,,,8
2010-04-30,Dallas,Los Angeles,Dallas,6,1,,,,,8
2010-05-01,Seattle,Nashville,Seattle,6,3,,,,,8
2010-05-01,Oakland,Merida,Oakland,3,2,,,,,8
2010-05-01,Monterrey,Phoenix,Monterrey,10,2,,,,,8
2010-05-01,Atlanta,Vancouver,Atlanta,3,2,,,,,8
2010-05-01,Los Angeles,Dallas,Dallas,3,4,,,,,8
2010-05-01,San Antonio,Tijuana,Tijuana,5,8,,,,,8
2010-05-01,Denver,Birmingham,Birmingham,4,7,,,,,8
2010-05-02,Seattle,Nashville,Seattle,9,5,,,,,8
2010-05-02,Oakland,Merida,Merida,7,13,,,,,8
2010-05-02,Monterrey,Phoenix,Phoenix,1,3,,,,,8
2010-05-02,Atlanta,Vancouver,Atlanta,7,6,,,,,8
2010-05-02,Los Angeles,Dallas,Los Angeles,4,0,,,,,8
2010-05-02,San Antonio,Tijuana,Tijuana,2,15,,,,,8
2010-05-02,Denver,Birmingham,Birmingham,2,5,,,,,8
2010-05-02,Calgary,Charlotte,Calgary,6,0,,,,,8
2010-05-03,Seattle,Nashville,Nashville,1,6,,,,,8
2010-05-03,Oakland,Merida,Merida,1,3,,,,,8
2010-05-03,Monterrey,Phoenix,Phoenix,5,9,,,,,8
2010-05-03,Atlanta,Vancouver,Atlanta,12,7,,,,,8
2010-05-03,San Antonio,Tijuana,Tijuana,1,5,,,,,8
2010-05-03,Denver,Birmingham,Birmingham,5,12,,,,,8
2010-05-03,Calgary,Charlotte,Calgary,6,3,,,,,8
2010-04-01,Dallas,San Antonio,Tie in regulation,7,7,Dallas,9,8,12,8
2010-04-02,Los Angeles,Oakland,Tie in regulation,6,6,Oakland,7,14,6,8
2010-04-04,Los Angeles,Oakland,Tie in regulation,6,6,Oakland,6,9,18,8
2010-04-06,Monterrey,San Antonio,Tie in regulation,6,6,Monterrey,7,6,15,8
2010-04-07,Seattle,Vancouver,Tie in regulation,1,1,Vancouver,1,2,6,8
2010-04-07,Monterrey,San Antonio,Tie in regulation,1,1,Monterrey,3,2,5,8
2010-04-09,Phoenix,Oakland,Tie in regulation,2,2,Oakland,2,3,6,8
2010-04-10,Atlanta,Charlotte,Tie in regulation,5,5,Charlotte,5,7,6,8
2010-04-11,Atlanta,Charlotte,Tie in regulation,2,2,Charlotte,2,5,18,8
2010-04-12,Calgary,Vancouver,Tie in regulation,3,3,Calgary,6,5,24,8
2010-04-13,Oakland,Tijuana,Tie in regulation,5,5,Oakland,7,5,10,8
2010-04-15,Dallas,Merida,Tie in regulation,3,3,Merida,4,5,3,8
2010-04-15,Nashville,Atlanta,Tie in regulation,2,2,Nashville,5,4,9,8
2010-04-20,Oakland,Los Angeles,Tie in regulation,2,2,Los Angeles,4,5,6,8
2010-04-20,Tijuana,Phoenix,Tie in regulation,2,2,Phoenix,3,4,15,8
2010-04-23,Oakland,Dallas,Tie in regulation,2,2,Dallas,4,5,6,8
2010-04-24,Vancouver,Atlanta,Tie in regulation,4,4,Vancouver,7,6,5,8
2010-04-26,Calgary,Birmingham,Tie in regulation,1,1,Birmingham,3,4,4,8
2010-04-26,Oakland,Monterrey,Tie in regulation,1,1,Oakland,4,3,12,8
2010-04-28,Tijuana,Merida,Tie in regulation,1,1,Tijuana,4,3,6,8
2010-05-01,Calgary,Charlotte,Tie in regulation,5,5,Charlotte,6,7,6,8
2010-05-03,Los Angeles,Dallas,Tie in regulation,5,5,Dallas,6,7,6,8
2010-05-04,,,,,,,,,,8,8
2010-05-05,,,,,,,,,,8,8
2010-05-06,,,,,,,,,,8,8
2010-05-07,Atlanta,Monterrey,Monterrey,0,6,,,,,8
2010-05-07,Calgary,Phoenix,Calgary,9,4,,,,,8
2010-05-07,Denver,Tijuana,Denver,13,1,,,,,8
2010-05-07,Vancouver,Oakland,Oakland,4,11,,,,,8
2010-05-07,Dallas,Birmingham,Birmingham,3,12,,,,,8
2010-05-08,Charlotte,San Antonio,San Antonio,5,6,,,,,8
2010-05-08,Nashville,Merida,Merida,4,5,,,,,8
2010-05-08,Los Angeles,Seattle,Seattle,4,5,,,,,8
2010-05-08,Atlanta,Monterrey,Monterrey,0,5,,,,,8
2010-05-08,Calgary,Phoenix,Calgary,4,3,,,,,8
2010-05-08,Denver,Tijuana,Denver,2,1,,,,,8
2010-05-08,Dallas,Birmingham,Birmingham,0,4,,,,,8
2010-05-09,Charlotte,San Antonio,Charlotte,9,3,,,,,8
2010-05-09,Nashville,Merida,Nashville,6,1,,,,,8
2010-05-09,Los Angeles,Seattle,Seattle,4,10,,,,,8
2010-05-09,Atlanta,Monterrey,Atlanta,6,2,,,,,8
2010-05-09,Calgary,Phoenix,Phoenix,2,3,,,,,8
2010-05-09,Denver,Tijuana,Tijuana,5,6,,,,,8
2010-05-09,Vancouver,Oakland,Oakland,4,12,,,,,8
2010-05-09,Dallas,Birmingham,Birmingham,7,8,,,,,8
2010-05-10,Charlotte,San Antonio,San Antonio,2,3,,,,,8
2010-05-10,Nashville,Merida,Nashville,10,0,,,,,8
2010-05-10,Los Angeles,Seattle,Seattle,4,11,,,,,8
2010-05-10,Denver,Phoenix,Denver,14,0,,,,,8
2010-05-10,Tijuana,Vancouver,Tijuana,4,3,,,,,8
2010-05-10,Monterrey,Birmingham,Monterrey,3,1,,,,,8
2010-05-11,Nashville,Dallas,Nashville,5,2,,,,,8
2010-05-11,Calgary,Los Angeles,Los Angeles,3,5,,,,,8
2010-05-11,San Antonio,Charlotte,San Antonio,1,0,,,,,8
2010-05-11,Oakland,Seattle,Seattle,2,8,,,,,8
2010-05-11,Merida,Atlanta,Merida,4,2,,,,,8
2010-05-11,Denver,Phoenix,Denver,2,1,,,,,8
2010-05-11,Monterrey,Birmingham,Monterrey,9,2,,,,,8
2010-05-12,Nashville,Dallas,Nashville,8,4,,,,,8
2010-05-12,Calgary,Los Angeles,Los Angeles,5,6,,,,,8
2010-05-12,San Antonio,Charlotte,San Antonio,3,2,,,,,8
2010-05-12,Oakland,Seattle,Oakland,5,0,,,,,8
2010-05-12,Merida,Atlanta,Atlanta,8,10,,,,,8
2010-05-12,Denver,Phoenix,Denver,5,4,,,,,8
2010-05-12,Tijuana,Vancouver,Tijuana,6,5,,,,,8
2010-05-12,Monterrey,Birmingham,Monterrey,5,2,,,,,8
2010-05-13,Nashville,Dallas,Nashville,4,2,,,,,8
2010-05-13,Calgary,Los Angeles,Los Angeles,1,3,,,,,8
2010-05-13,San Antonio,Charlotte,Charlotte,3,4,,,,,8
2010-05-13,Oakland,Seattle,Oakland,5,2,,,,,8
2010-05-13,Merida,Atlanta,Merida,7,2,,,,,8
2010-05-14,Nashville,San Antonio,San Antonio,4,7,,,,,8
2010-05-14,Seattle,Phoenix,Phoenix,4,8,,,,,8
2010-05-14,Birmingham,Merida,Merida,5,6,,,,,8
2010-05-14,Atlanta,Dallas,Atlanta,9,4,,,,,8
2010-05-14,Oakland,Calgary,Oakland,6,5,,,,,8
2010-05-15,Tijuana,Denver,Denver,0,3,,,,,8
2010-05-15,Monterrey,Charlotte,Charlotte,0,5,,,,,8
2010-05-15,Nashville,San Antonio,San Antonio,0,4,,,,,8
2010-05-15,Birmingham,Merida,Birmingham,11,6,,,,,8
2010-05-15,Atlanta,Dallas,Atlanta,11,1,,,,,8
2010-05-15,Oakland,Calgary,Oakland,5,4,,,,,8
2010-05-16,Tijuana,Denver,Tijuana,4,2,,,,,8
2010-05-16,Vancouver,Los Angeles,Los Angeles,12,13,,,,,8
2010-05-16,Monterrey,Charlotte,Monterrey,4,3,,,,,8
2010-05-16,Nashville,San Antonio,Nashville,1,0,,,,,8
2010-05-16,Seattle,Phoenix,Seattle,3,2,,,,,8
2010-05-16,Birmingham,Merida,Merida,0,6,,,,,8
2010-05-16,Atlanta,Dallas,Atlanta,7,6,,,,,8
2010-05-16,Oakland,Calgary,Calgary,3,6,,,,,8
2010-05-17,Tijuana,Denver,Denver,1,3,,,,,8
2010-05-17,Vancouver,Los Angeles,Los Angeles,5,7,,,,,8
2010-05-17,Monterrey,Charlotte,Charlotte,6,7,,,,,8
2010-05-17,Dallas,Atlanta,Dallas,3,1,,,,,8
2010-05-17,Calgary,Oakland,Calgary,11,1,,,,,8
2010-05-18,Seattle,Tijuana,Tijuana,0,6,,,,,8
2010-05-18,Los Angeles,Vancouver,Los Angeles,10,5,,,,,8
2010-05-18,Merida,Charlotte,Charlotte,3,8,,,,,8
2010-05-18,Phoenix,Denver,Phoenix,5,4,,,,,8
2010-05-18,San Antonio,Birmingham,Birmingham,5,7,,,,,8
2010-05-18,Nashville,Monterrey,Nashville,14,1,,,,,8
2010-05-18,Dallas,Atlanta,Dallas,8,4,,,,,8
2010-05-18,Calgary,Oakland,Oakland,3,7,,,,,8
2010-05-19,Seattle,Tijuana,Tijuana,5,6,,,,,8
2010-05-19,Los Angeles,Vancouver,Vancouver,1,9,,,,,8
2010-05-19,Merida,Charlotte,Charlotte,2,3,,,,,8
2010-05-19,San Antonio,Birmingham,Birmingham,5,10,,,,,8
2010-05-19,Nashville,Monterrey,Monterrey,2,6,,,,,8
2010-05-19,Calgary,Oakland,Oakland,3,8,,,,,8
2010-05-20,Seattle,Tijuana,Seattle,7,6,,,,,8
2010-05-20,Los Angeles,Vancouver,Vancouver,5,7,,,,,8
2010-05-20,Merida,Charlotte,Merida,4,3,,,,,8
2010-05-20,Phoenix,Denver,Phoenix,7,3,,,,,8
2010-05-20,San Antonio,Birmingham,Birmingham,3,5,,,,,8
2010-05-20,Nashville,Monterrey,Nashville,6,2,,,,,8
2010-05-21,Monterrey,Nashville,Monterrey,3,2,,,,,8
2010-05-21,Dallas,Charlotte,Charlotte,0,11,,,,,8
2010-05-21,Los Angeles,Denver,Denver,2,5,,,,,8
2010-05-21,Calgary,Tijuana,Tijuana,1,7,,,,,8
2010-05-21,Atlanta,San Antonio,Atlanta,5,4,,,,,8
2010-05-21,Oakland,Vancouver,Oakland,5,2,,,,,8
2010-05-21,Phoenix,Seattle,Seattle,5,10,,,,,8
2010-05-22,Monterrey,Nashville,Monterrey,5,2,,,,,8
2010-05-22,Dallas,Charlotte,Dallas,7,4,,,,,8
2010-05-22,Los Angeles,Denver,Denver,0,9,,,,,8
2010-05-22,Calgary,Tijuana,Tijuana,2,6,,,,,8
2010-05-22,Atlanta,San Antonio,Atlanta,3,2,,,,,8
2010-05-22,Oakland,Vancouver,Vancouver,2,5,,,,,8
2010-05-22,Phoenix,Seattle,Seattle,3,9,,,,,8
2010-05-22,Merida,Birmingham,Merida,4,3,,,,,8
2010-05-23,Monterrey,Nashville,Nashville,2,9,,,,,8
2010-05-23,Dallas,Charlotte,Dallas,6,5,,,,,8
2010-05-23,Los Angeles,Denver,Los Angeles,6,5,,,,,8
2010-05-23,Calgary,Tijuana,Calgary,11,0,,,,,8
2010-05-23,Atlanta,San Antonio,Atlanta,8,4,,,,,8
2010-05-23,Oakland,Vancouver,Oakland,10,9,,,,,8
2010-05-23,Phoenix,Seattle,Phoenix,15,1,,,,,8
2010-05-23,Merida,Birmingham,Birmingham,0,4,,,,,8
2010-05-24,Los Angeles,Calgary,Los Angeles,8,3,,,,,8
2010-05-24,Tijuana,Seattle,Seattle,3,4,,,,,8
2010-05-24,Dallas,Nashville,Nashville,2,3,,,,,8
2010-05-24,Charlotte,Merida,Merida,5,10,,,,,8
2010-05-24,Phoenix,Vancouver,Phoenix,9,7,,,,,8
2010-05-25,Monterrey,Atlanta,Monterrey,7,4,,,,,8
2010-05-25,Birmingham,San Antonio,Birmingham,5,4,,,,,8
2010-05-25,Tijuana,Seattle,Tijuana,9,4,,,,,8
2010-05-25,Dallas,Nashville,Dallas,9,4,,,,,8
2010-05-25,Charlotte,Merida,Charlotte,9,1,,,,,8
2010-05-25,Phoenix,Vancouver,Phoenix,5,2,,,,,8
2010-05-26,Oakland,Denver,Denver,0,1,,,,,8
2010-05-26,Monterrey,Atlanta,Monterrey,3,1,,,,,8
2010-05-26,Birmingham,San Antonio,Birmingham,7,4,,,,,8
2010-05-26,Los Angeles,Calgary,Los Angeles,5,1,,,,,8
2010-05-26,Tijuana,Seattle,Seattle,5,7,,,,,8
2010-05-26,Dallas,Nashville,Nashville,0,1,,,,,8
2010-05-26,Charlotte,Merida,Charlotte,6,3,,,,,8
2010-05-26,Phoenix,Vancouver,Vancouver,2,3,,,,,8
2010-05-27,Oakland,Denver,Denver,0,3,,,,,8
2010-05-27,Monterrey,Atlanta,Monterrey,5,2,,,,,8
2010-05-27,Birmingham,San Antonio,Birmingham,16,1,,,,,8
2010-05-27,Charlotte,Dallas,Charlotte,4,3,,,,,8
2010-05-27,Vancouver,Phoenix,Phoenix,0,1,,,,,8
2010-05-28,San Antonio,Nashville,Nashville,3,4,,,,,8
2010-05-28,Birmingham,Monterrey,Monterrey,2,4,,,,,8
2010-05-28,Seattle,Oakland,Oakland,0,7,,,,,8
2010-05-28,Atlanta,Merida,Merida,4,8,,,,,8
2010-05-28,Tijuana,Calgary,Calgary,7,8,,,,,8
2010-05-28,Denver,Los Angeles,Los Angeles,3,6,,,,,8
2010-05-28,Charlotte,Dallas,Charlotte,6,3,,,,,8
2010-05-28,Vancouver,Phoenix,Phoenix,4,7,,,,,8
2010-05-29,San Antonio,Nashville,San Antonio,6,3,,,,,8
2010-05-29,Birmingham,Monterrey,Monterrey,0,1,,,,,8
2010-05-29,Seattle,Oakland,Oakland,6,7,,,,,8
2010-05-29,Tijuana,Calgary,Tijuana,12,1,,,,,8
2010-05-29,Denver,Los Angeles,Denver,6,2,,,,,8
2010-05-29,Charlotte,Dallas,Dallas,0,7,,,,,8
2010-05-29,Vancouver,Phoenix,Vancouver,10,8,,,,,8
2010-05-30,San Antonio,Nashville,San Antonio,6,4,,,,,8
2010-05-30,Birmingham,Monterrey,Monterrey,3,5,,,,,8
2010-05-30,Seattle,Oakland,Seattle,4,3,,,,,8
2010-05-30,Atlanta,Merida,Merida,2,6,,,,,8
2010-05-30,Tijuana,Calgary,Calgary,5,6,,,,,8
2010-05-30,Denver,Los Angeles,Denver,5,4,,,,,8
2010-05-31,Merida,Nashville,Nashville,1,2,,,,,8
2010-05-31,Birmingham,Dallas,Birmingham,10,3,,,,,8
2010-05-31,San Antonio,Atlanta,Atlanta,0,3,,,,,8
2010-05-31,Charlotte,Monterrey,Monterrey,4,10,,,,,8
2010-05-31,Seattle,Los Angeles,Los Angeles,3,9,,,,,8
2010-05-31,Denver,Oakland,Denver,4,1,,,,,8
2010-05-31,Vancouver,Tijuana,Tijuana,2,5,,,,,8
2010-05-31,Phoenix,Calgary,Phoenix,3,2,,,,,8
2010-06-01,Merida,Nashville,Nashville,7,15,,,,,8
2010-06-01,Birmingham,Dallas,Birmingham,7,2,,,,,8
2010-06-01,San Antonio,Atlanta,San Antonio,2,1,,,,,8
2010-06-01,Charlotte,Monterrey,Charlotte,5,2,,,,,8
2010-06-01,Seattle,Los Angeles,Seattle,1,0,,,,,8
2010-06-01,Denver,Oakland,Oakland,3,4,,,,,8
2010-06-01,Vancouver,Tijuana,Vancouver,8,4,,,,,8
2010-06-01,Phoenix,Calgary,Calgary,3,7,,,,,8
2010-06-02,Merida,Nashville,Nashville,0,4,,,,,8
2010-06-02,Birmingham,Dallas,Dallas,1,2,,,,,8
2010-06-02,San Antonio,Atlanta,San Antonio,6,5,,,,,8
2010-06-02,Charlotte,Monterrey,Monterrey,1,2,,,,,8
2010-06-02,Seattle,Los Angeles,Los Angeles,2,4,,,,,8
2010-06-02,Denver,Oakland,Oakland,1,4,,,,,8
2010-06-02,Vancouver,Tijuana,Tijuana,4,8,,,,,8
2010-06-02,Phoenix,Calgary,Phoenix,8,5,,,,,8
2010-06-03,Los Angeles,Vancouver,Los Angeles,5,2,,,,,8
2010-06-03,Atlanta,Dallas,Atlanta,6,5,,,,,8
2010-06-03,Tijuana,Calgary,Tijuana,4,1,,,,,8
2010-06-03,San Antonio,Nashville,Nashville,3,6,,,,,8
2010-06-03,Charlotte,Merida,Merida,3,4,,,,,8
2010-06-04,Seattle,Phoenix,Seattle,11,4,,,,,8
2010-06-04,Monterrey,Birmingham,Monterrey,3,0,,,,,8
2010-06-04,Oakland,Denver,Denver,3,8,,,,,8
2010-06-04,Los Angeles,Vancouver,Vancouver,3,4,,,,,8
2010-06-04,Atlanta,Dallas,Atlanta,3,1,,,,,8
2010-06-04,Tijuana,Calgary,Calgary,4,11,,,,,8
2010-06-04,San Antonio,Nashville,San Antonio,3,2,,,,,8
2010-06-04,Charlotte,Merida,Merida,1,8,,,,,8
2010-06-05,Seattle,Phoenix,Phoenix,1,4,,,,,8
2010-06-05,Monterrey,Birmingham,Monterrey,7,6,,,,,8
2010-06-05,Oakland,Denver,Oakland,3,2,,,,,8
2010-06-05,Los Angeles,Vancouver,Los Angeles,4,1,,,,,8
2010-06-05,Atlanta,Dallas,Atlanta,6,2,,,,,8
2010-06-05,Tijuana,Calgary,Tijuana,8,1,,,,,8
2010-06-05,San Antonio,Nashville,Nashville,0,8,,,,,8
2010-06-05,Charlotte,Merida,Merida,2,5,,,,,8
2010-06-06,Seattle,Phoenix,Seattle,8,4,,,,,8
2010-06-06,Monterrey,Birmingham,Birmingham,0,3,,,,,8
2010-06-06,Oakland,Denver,Oakland,6,3,,,,,8
2010-06-06,Atlanta,Merida,Merida,1,3,,,,,8
2010-06-06,Los Angeles,Calgary,Los Angeles,4,3,,,,,8
2010-06-06,Charlotte,Dallas,Dallas,5,8,,,,,8
2010-06-07,Phoenix,Seattle,Phoenix,4,0,,,,,8
2010-06-07,Monterrey,Nashville,Monterrey,14,1,,,,,8
2010-06-07,San Antonio,Birmingham,San Antonio,8,7,,,,,8
2010-06-07,Vancouver,Oakland,Oakland,8,10,,,,,8
2010-06-07,Denver,Tijuana,Denver,2,1,,,,,8
2010-06-07,Atlanta,Merida,Merida,0,7,,,,,8
2010-06-07,Los Angeles,Calgary,Los Angeles,5,0,,,,,8
2010-06-07,Charlotte,Dallas,Charlotte,8,7,,,,,8
2010-06-08,Monterrey,Nashville,Monterrey,3,0,,,,,8
2010-06-08,San Antonio,Birmingham,Birmingham,3,9,,,,,8
2010-06-08,Vancouver,Oakland,Vancouver,7,1,,,,,8
2010-06-08,Denver,Tijuana,Denver,6,1,,,,,8
2010-06-08,Atlanta,Merida,Merida,2,9,,,,,8
2010-06-08,Los Angeles,Calgary,Los Angeles,13,4,,,,,8
2010-06-08,Charlotte,Dallas,Charlotte,6,0,,,,,8
2010-06-09,Phoenix,Seattle,Phoenix,7,2,,,,,8
2010-06-09,Monterrey,Nashville,Monterrey,12,3,,,,,8
2010-06-09,San Antonio,Birmingham,San Antonio,12,8,,,,,8
2010-06-09,Denver,Tijuana,Tijuana,6,12,,,,,8
2010-06-09,Calgary,Los Angeles,Los Angeles,1,9,,,,,8
2010-06-09,Merida,Charlotte,Charlotte,5,9,,,,,8
2010-06-10,Tijuana,Vancouver,Tijuana,13,5,,,,,8
2010-06-10,Dallas,Nashville,Nashville,3,6,,,,,8
2010-06-10,Birmingham,Monterrey,Birmingham,6,5,,,,,8
2010-06-10,Oakland,Seattle,Seattle,7,9,,,,,8
2010-06-10,Phoenix,Denver,Phoenix,4,1,,,,,8
2010-06-10,San Antonio,Atlanta,Atlanta,5,7,,,,,8
2010-06-10,Calgary,Los Angeles,Los Angeles,1,10,,,,,8
2010-06-10,Merida,Charlotte,Charlotte,3,8,,,,,8
2010-06-11,Tijuana,Vancouver,Vancouver,3,4,,,,,8
2010-06-11,Dallas,Nashville,Nashville,2,6,,,,,8
2010-06-11,Birmingham,Monterrey,Birmingham,11,0,,,,,8
2010-06-11,Oakland,Seattle,Oakland,4,2,,,,,8
2010-06-11,Phoenix,Denver,Phoenix,3,2,,,,,8
2010-06-11,San Antonio,Atlanta,San Antonio,4,1,,,,,8
2010-06-11,Calgary,Los Angeles,Calgary,13,8,,,,,8
2010-06-11,Merida,Charlotte,Charlotte,0,7,,,,,8
2010-06-12,Tijuana,Vancouver,Vancouver,0,6,,,,,8
2010-06-12,Birmingham,Monterrey,Monterrey,1,4,,,,,8
2010-06-12,Oakland,Seattle,Seattle,2,4,,,,,8
2010-06-12,Phoenix,Denver,Denver,3,10,,,,,8
2010-06-12,San Antonio,Atlanta,San Antonio,4,2,,,,,8
2010-06-13,Charlotte,Monterrey,Monterrey,5,11,,,,,8
2010-06-13,Nashville,San Antonio,San Antonio,2,5,,,,,8
2010-06-13,Denver,Los Angeles,Denver,11,4,,,,,8
2010-06-13,Calgary,Phoenix,Calgary,9,2,,,,,8
2010-06-13,Dallas,Birmingham,Dallas,5,2,,,,,8
2010-06-14,Merida,Atlanta,Merida,6,3,,,,,8
2010-06-14,Oakland,Vancouver,Oakland,4,2,,,,,8
2010-06-14,Seattle,Tijuana,Tijuana,4,7,,,,,8
2010-06-14,Charlotte,Monterrey,Monterrey,3,7,,,,,8
2010-06-14,Nashville,San Antonio,San Antonio,4,6,,,,,8
2010-06-14,Denver,Los Angeles,Denver,9,7,,,,,8
2010-06-14,Calgary,Phoenix,Calgary,7,3,,,,,8
2010-06-15,Merida,Atlanta,Merida,4,1,,,,,8
2010-06-15,Oakland,Vancouver,Oakland,6,1,,,,,8
2010-06-15,Charlotte,Monterrey,Charlotte,3,1,,,,,8
2010-06-15,Nashville,San Antonio,San Antonio,6,10,,,,,8
2010-06-15,Denver,Los Angeles,Denver,5,0,,,,,8
2010-06-15,Calgary,Phoenix,Phoenix,5,10,,,,,8
2010-06-15,Dallas,Birmingham,Dallas,4,1,,,,,8
2010-06-16,Merida,Atlanta,Atlanta,4,6,,,,,8
2010-06-16,Oakland,Vancouver,Oakland,4,1,,,,,8
2010-06-16,Seattle,Tijuana,Tijuana,5,6,,,,,8
2010-06-16,Charlotte,San Antonio,San Antonio,2,3,,,,,8
2010-06-17,Tijuana,Denver,Denver,1,11,,,,,8
2010-06-17,Vancouver,Phoenix,Vancouver,13,3,,,,,8
2010-06-17,Merida,Nashville,Merida,12,3,,,,,8
2010-06-17,Calgary,Oakland,Calgary,4,0,,,,,8
2010-06-17,Birmingham,Dallas,Dallas,0,5,,,,,8
2010-06-17,Charlotte,San Antonio,Charlotte,8,7,,,,,8
2010-06-18,Tijuana,Denver,Denver,4,8,,,,,8
2010-06-18,Merida,Nashville,Merida,6,3,,,,,8
2010-06-18,Calgary,Oakland,Calgary,5,4,,,,,8
2010-06-18,Seattle,Los Angeles,Los Angeles,3,4,,,,,8
2010-06-18,Monterrey,Atlanta,Monterrey,6,5,,,,,8
2010-06-18,Birmingham,Dallas,Birmingham,9,0,,,,,8
2010-06-18,Charlotte,San Antonio,Charlotte,4,1,,,,,8
2010-06-19,Tijuana,Denver,Denver,3,7,,,,,8
