Sim Number,Standings Date,Timing,Season Part,Conference,Division,Group,Rank,Team,Wins,Losses,Ties to Finish,Winning Percent,Team Strength
5,2010-05-04,post Wind-up,Part 1,Founders,East Division,Port Group,3,Boston,12,19,0,0.3870967741935484,0.457
5,2010-05-04,post Wind-up,Part 1,Founders,East Division,Port Group,4,New Haven,8,23,0,0.25806451612903225,0.253
5,2010-05-03,pre Wind-up,Part 1,Founders,East Division,Canal Group,1,Pittsburgh,17,12,3,0.5862068965517241,0.494
5,2010-05-03,pre Wind-up,Part 1,Founders,East Division,Canal Group,2,Philadelphia,18,14,0,0.5625,0.5
5,2010-05-03,pre Wind-up,Part 1,Founders,East Division,Canal Group,3,Toronto,15,14,3,0.5172413793103449,0.506
5,2010-05-03,pre Wind-up,Part 1,Founders,East Division,Canal Group,4,"Washington, D.C.",12,17,3,0.41379310344827586,0.49
5,2010-05-04,post Wind-up,Part 1,Founders,East Division,Canal Group,1,Pittsburgh,19,13,0,0.59375,0.494
5,2010-05-04,post Wind-up,Part 1,Founders,East Division,Canal Group,2,Philadelphia,18,14,0,0.5625,0.5
5,2010-05-04,post Wind-up,Part 1,Founders,East Division,Canal Group,3,Toronto,16,16,0,0.5,0.506
5,2010-05-04,post Wind-up,Part 1,Founders,East Division,Canal Group,4,"Washington, D.C.",12,20,0,0.375,0.49
5,2010-05-03,pre Wind-up,Part 1,Founders,West Division,Aurora Group,1,St. Paul,18,13,0,0.5806451612903226,0.571
5,2010-05-03,pre Wind-up,Part 1,Founders,West Division,Aurora Group,2,Winnipeg,16,15,1,0.5161290322580645,0.547
5,2010-05-03,pre Wind-up,Part 1,Founders,West Division,Aurora Group,3,Chicago,11,15,6,0.4230769230769231,0.481
5,2010-05-03,pre Wind-up,Part 1,Founders,West Division,Aurora Group,4,St. Louis,11,18,2,0.3793103448275862,0.389
5,2010-05-04,post Wind-up,Part 1,Founders,West Division,Aurora Group,1,St. Paul,18,13,0,0.5806451612903226,0.571
5,2010-05-04,post Wind-up,Part 1,Founders,West Division,Aurora Group,2,Winnipeg,16,16,0,0.5,0.547
5,2010-05-04,post Wind-up,Part 1,Founders,West Division,Aurora Group,3,Chicago,15,17,0,0.46875,0.481
5,2010-05-04,post Wind-up,Part 1,Founders,West Division,Aurora Group,4,St. Louis,13,18,0,0.41935483870967744,0.389
5,2010-05-03,pre Wind-up,Part 1,Founders,West Division,Rail Group,1,Akron,16,9,6,0.64,0.562
5,2010-05-03,pre Wind-up,Part 1,Founders,West Division,Rail Group,2,Indianapolis,15,13,3,0.5357142857142857,0.426
5,2010-05-03,pre Wind-up,Part 1,Founders,West Division,Rail Group,3,Detroit,14,13,4,0.5185185185185185,0.525
5,2010-05-03,pre Wind-up,Part 1,Founders,West Division,Rail Group,4,Columbus,12,14,5,0.46153846153846156,0.531
5,2010-05-04,post Wind-up,Part 1,Founders,West Division,Rail Group,1,Akron,19,12,0,0.6129032258064516,0.562
5,2010-05-04,post Wind-up,Part 1,Founders,West Division,Rail Group,2,Indianapolis,18,13,0,0.5806451612903226,0.426
5,2010-05-04,post Wind-up,Part 1,Founders,West Division,Rail Group,3,Columbus,17,14,0,0.5483870967741935,0.531
5,2010-05-04,post Wind-up,Part 1,Founders,West Division,Rail Group,4,Detroit,16,15,0,0.5161290322580645,0.525
5,2010-05-03,pre Wind-up,Part 1,Visionaries,East Division,Ridge Group,1,Atlanta,18,12,1,0.6,0.466
5,2010-05-03,pre Wind-up,Part 1,Visionaries,East Division,Ridge Group,2,Charlotte,16,13,2,0.5517241379310345,0.508
5,2010-05-03,pre Wind-up,Part 1,Visionaries,East Division,Ridge Group,3,Birmingham,14,15,2,0.4827586206896552,0.491
5,2010-05-03,pre Wind-up,Part 1,Visionaries,East Division,Ridge Group,4,Nashville,13,15,3,0.4642857142857143,0.509
5,2010-05-04,post Wind-up,Part 1,Visionaries,East Division,Ridge Group,1,Charlotte,18,13,0,0.5806451612903226,0.508
5,2010-05-04,post Wind-up,Part 1,Visionaries,East Division,Ridge Group,1,Atlanta,18,13,0,0.5806451612903226,0.466
5,2010-05-04,post Wind-up,Part 1,Visionaries,East Division,Ridge Group,3,Nashville,15,16,0,0.4838709677419355,0.509
5,2010-05-04,post Wind-up,Part 1,Visionaries,East Division,Ridge Group,4,Birmingham,14,17,0,0.45161290322580644,0.491
5,2010-05-03,pre Wind-up,Part 1,Visionaries,East Division,Desert Group,1,San Antonio,18,12,0,0.6,0.438
5,2010-05-03,pre Wind-up,Part 1,Visionaries,East Division,Desert Group,2,Dallas,15,14,1,0.5172413793103449,0.534
5,2010-05-03,pre Wind-up,Part 1,Visionaries,East Division,Desert Group,3,Monterrey,13,16,1,0.4482758620689655,0.53
5,2010-05-03,pre Wind-up,Part 1,Visionaries,East Division,Desert Group,4,Merida,10,19,1,0.3448275862068966,0.51
5,2010-05-04,post Wind-up,Part 1,Visionaries,East Division,Desert Group,1,San Antonio,18,12,0,0.6,0.438
5,2010-05-04,post Wind-up,Part 1,Visionaries,East Division,Desert Group,2,Dallas,16,14,0,0.5333333333333333,0.534
5,2010-05-04,post Wind-up,Part 1,Visionaries,East Division,Desert Group,3,Monterrey,13,17,0,0.43333333333333335,0.53
5,2010-05-04,post Wind-up,Part 1,Visionaries,East Division,Desert Group,4,Merida,11,19,0,0.36666666666666664,0.51
5,2010-05-03,pre Wind-up,Part 1,Visionaries,West Division,Pass Group,1,Calgary,18,12,1,0.6,0.534
5,2010-05-03,pre Wind-up,Part 1,Visionaries,West Division,Pass Group,2,Vancouver,15,16,0,0.4838709677419355,0.37
5,2010-05-03,pre Wind-up,Part 1,Visionaries,West Division,Pass Group,3,Denver,14,16,1,0.4666666666666667,0.623
5,2010-05-03,pre Wind-up,Part 1,Visionaries,West Division,Pass Group,4,Seattle,10,19,2,0.3448275862068966,0.41
5,2010-05-04,post Wind-up,Part 1,Visionaries,West Division,Pass Group,1,Calgary,18,13,0,0.5806451612903226,0.534
5,2010-05-04,post Wind-up,Part 1,Visionaries,West Division,Pass Group,2,Vancouver,15,16,0,0.4838709677419355,0.37
5,2010-05-04,post Wind-up,Part 1,Visionaries,West Division,Pass Group,2,Denver,15,16,0,0.4838709677419355,0.623
5,2010-05-04,post Wind-up,Part 1,Visionaries,West Division,Pass Group,4,Seattle,11,20,0,0.3548387096774194,0.41
5,2010-05-03,pre Wind-up,Part 1,Visionaries,West Division,Rush Group,1,Los Angeles,18,9,4,0.6666666666666666,0.571
5,2010-05-03,pre Wind-up,Part 1,Visionaries,West Division,Rush Group,2,Phoenix,16,14,1,0.5333333333333333,0.601
5,2010-05-03,pre Wind-up,Part 1,Visionaries,West Division,Rush Group,3,Tijuana,14,14,3,0.5,0.472
5,2010-05-03,pre Wind-up,Part 1,Visionaries,West Division,Rush Group,4,Oakland,10,16,5,0.38461538461538464,0.565
5,2010-05-04,post Wind-up,Part 1,Visionaries,West Division,Rush Group,1,Los Angeles,21,10,0,0.6774193548387096,0.571
5,2010-05-04,post Wind-up,Part 1,Visionaries,West Division,Rush Group,2,Phoenix,16,15,0,0.5161290322580645,0.601
5,2010-05-04,post Wind-up,Part 1,Visionaries,West Division,Rush Group,3,Tijuana,15,16,0,0.4838709677419355,0.472
5,2010-05-04,post Wind-up,Part 1,Visionaries,West Division,Rush Group,4,Oakland,12,19,0,0.3870967741935484,0.565
5,2010-06-29,pre Wind-up,Part 2,Founders,East Division,Port Group,1,Montreal,40,35,4,0.5333333333333333,0.58
5,2010-06-29,pre Wind-up,Part 2,Founders,East Division,Port Group,2,New York,39,36,4,0.52,0.531
5,2010-06-29,pre Wind-up,Part 2,Founders,East Division,Port Group,3,Boston,36,40,3,0.47368421052631576,0.457
5,2010-06-29,pre Wind-up,Part 2,Founders,East Division,Port Group,4,New Haven,17,53,9,0.24285714285714285,0.253
5,2010-06-30,post Wind-up,Part 2,Founders,East Division,Port Group,1,Montreal,43,36,0,0.5443037974683544,0.58
5,2010-06-30,post Wind-up,Part 2,Founders,East Division,Port Group,2,New York,40,39,0,0.5063291139240507,0.531
5,2010-06-30,post Wind-up,Part 2,Founders,East Division,Port Group,3,Boston,37,42,0,0.46835443037974683,0.457
5,2010-06-30,post Wind-up,Part 2,Founders,East Division,Port Group,4,New Haven,19,60,0,0.24050632911392406,0.253
5,2010-06-29,pre Wind-up,Part 2,Founders,East Division,Canal Group,1,Pittsburgh,48,30,2,0.6153846153846154,0.494
5,2010-06-29,pre Wind-up,Part 2,Founders,East Division,Canal Group,2,Philadelphia,40,34,6,0.5405405405405406,0.5
5,2010-06-29,pre Wind-up,Part 2,Founders,East Division,Canal Group,3,Toronto,36,37,7,0.4931506849315068,0.506
5,2010-06-29,pre Wind-up,Part 2,Founders,East Division,Canal Group,4,"Washington, D.C.",35,40,5,0.4666666666666667,0.49
5,2010-06-30,post Wind-up,Part 2,Founders,East Division,Canal Group,1,Pittsburgh,49,31,0,0.6125,0.494
5,2010-06-30,post Wind-up,Part 2,Founders,East Division,Canal Group,2,Philadelphia,43,37,0,0.5375,0.5
5,2010-06-30,post Wind-up,Part 2,Founders,East Division,Canal Group,3,Toronto,42,38,0,0.525,0.506
5,2010-06-30,post Wind-up,Part 2,Founders,East Division,Canal Group,4,"Washington, D.C.",38,42,0,0.475,0.49
5,2010-06-29,pre Wind-up,Part 2,Founders,West Division,Aurora Group,1,St. Paul,44,33,2,0.5714285714285714,0.571
5,2010-06-29,pre Wind-up,Part 2,Founders,West Division,Aurora Group,2,Chicago,36,40,4,0.47368421052631576,0.481
5,2010-06-29,pre Wind-up,Part 2,Founders,West Division,Aurora Group,3,Winnipeg,36,41,3,0.4675324675324675,0.547
5,2010-06-29,pre Wind-up,Part 2,Founders,West Division,Aurora Group,4,St. Louis,33,44,2,0.42857142857142855,0.389
5,2010-06-30,post Wind-up,Part 2,Founders,West Division,Aurora Group,1,St. Paul,46,33,0,0.5822784810126582,0.571
5,2010-06-30,post Wind-up,Part 2,Founders,West Division,Aurora Group,2,Winnipeg,38,42,0,0.475,0.547
5,2010-06-30,post Wind-up,Part 2,Founders,West Division,Aurora Group,3,Chicago,37,43,0,0.4625,0.481
5,2010-06-30,post Wind-up,Part 2,Founders,West Division,Aurora Group,4,St. Louis,33,46,0,0.4177215189873418,0.389
5,2010-06-29,pre Wind-up,Part 2,Founders,West Division,Rail Group,1,Akron,43,31,5,0.581081081081081,0.562
5,2010-06-29,pre Wind-up,Part 2,Founders,West Division,Rail Group,2,Indianapolis,42,36,1,0.5384615384615384,0.426
5,2010-06-29,pre Wind-up,Part 2,Founders,West Division,Rail Group,3,Columbus,41,36,2,0.5324675324675324,0.531
5,2010-06-29,pre Wind-up,Part 2,Founders,West Division,Rail Group,4,Detroit,38,38,3,0.5,0.525
5,2010-06-30,post Wind-up,Part 2,Founders,West Division,Rail Group,1,Akron,46,33,0,0.5822784810126582,0.562
5,2010-06-30,post Wind-up,Part 2,Founders,West Division,Rail Group,2,Columbus,43,36,0,0.5443037974683544,0.531
5,2010-06-30,post Wind-up,Part 2,Founders,West Division,Rail Group,3,Indianapolis,42,37,0,0.5316455696202531,0.426
5,2010-06-30,post Wind-up,Part 2,Founders,West Division,Rail Group,4,Detroit,39,40,0,0.4936708860759494,0.525
5,2010-06-29,pre Wind-up,Part 2,Visionaries,East Division,Ridge Group,1,Charlotte,44,32,3,0.5789473684210527,0.508
5,2010-06-29,pre Wind-up,Part 2,Visionaries,East Division,Ridge Group,2,Atlanta,41,35,3,0.5394736842105263,0.466
5,2010-06-29,pre Wind-up,Part 2,Visionaries,East Division,Ridge Group,3,Nashville,40,35,4,0.5333333333333333,0.509
5,2010-06-29,pre Wind-up,Part 2,Visionaries,East Division,Ridge Group,4,Birmingham,39,38,2,0.5064935064935064,0.491
5,2010-06-30,post Wind-up,Part 2,Visionaries,East Division,Ridge Group,1,Charlotte,46,33,0,0.5822784810126582,0.508
5,2010-06-30,post Wind-up,Part 2,Visionaries,East Division,Ridge Group,2,Atlanta,42,37,0,0.5316455696202531,0.466
5,2010-06-30,post Wind-up,Part 2,Visionaries,East Division,Ridge Group,3,Nashville,41,38,0,0.5189873417721519,0.509
5,2010-06-30,post Wind-up,Part 2,Visionaries,East Division,Ridge Group,4,Birmingham,40,39,0,0.5063291139240507,0.491
5,2010-06-29,pre Wind-up,Part 2,Visionaries,East Division,Desert Group,1,Dallas,40,34,4,0.5405405405405406,0.534
5,2010-06-29,pre Wind-up,Part 2,Visionaries,East Division,Desert Group,2,San Antonio,34,42,2,0.4473684210526316,0.438
5,2010-06-29,pre Wind-up,Part 2,Visionaries,East Division,Desert Group,2,Monterrey,34,42,2,0.4473684210526316,0.53
5,2010-06-29,pre Wind-up,Part 2,Visionaries,East Division,Desert Group,4,Merida,31,43,4,0.4189189189189189,0.51
5,2010-06-30,post Wind-up,Part 2,Visionaries,East Division,Desert Group,1,Dallas,41,37,0,0.5256410256410257,0.534
5,2010-06-30,post Wind-up,Part 2,Visionaries,East Division,Desert Group,2,Monterrey,36,42,0,0.46153846153846156,0.53
5,2010-06-30,post Wind-up,Part 2,Visionaries,East Division,Desert Group,3,San Antonio,35,43,0,0.44871794871794873,0.438
5,2010-06-30,post Wind-up,Part 2,Visionaries,East Division,Desert Group,4,Merida,34,44,0,0.4358974358974359,0.51
5,2010-06-29,pre Wind-up,Part 2,Visionaries,West Division,Pass Group,1,Calgary,42,33,4,0.56,0.534
5,2010-06-29,pre Wind-up,Part 2,Visionaries,West Division,Pass Group,2,Denver,40,36,3,0.5263157894736842,0.623
5,2010-06-29,pre Wind-up,Part 2,Visionaries,West Division,Pass Group,3,Vancouver,27,44,8,0.38028169014084506,0.37
5,2010-06-29,pre Wind-up,Part 2,Visionaries,West Division,Pass Group,4,Seattle,27,51,1,0.34615384615384615,0.41
5,2010-06-30,post Wind-up,Part 2,Visionaries,West Division,Pass Group,1,Calgary,45,34,0,0.569620253164557,0.534
5,2010-06-30,post Wind-up,Part 2,Visionaries,West Division,Pass Group,2,Denver,41,38,0,0.5189873417721519,0.623
5,2010-06-30,post Wind-up,Part 2,Visionaries,West Division,Pass Group,3,Vancouver,32,47,0,0.4050632911392405,0.37
5,2010-06-30,post Wind-up,Part 2,Visionaries,West Division,Pass Group,4,Seattle,27,52,0,0.34177215189873417,0.41
5,2010-06-29,pre Wind-up,Part 2,Visionaries,West Division,Rush Group,1,Los Angeles,47,29,3,0.618421052631579,0.571
5,2010-06-29,pre Wind-up,Part 2,Visionaries,West Division,Rush Group,2,Oakland,40,35,4,0.5333333333333333,0.565
5,2010-06-29,pre Wind-up,Part 2,Visionaries,West Division,Rush Group,3,Phoenix,39,35,5,0.527027027027027,0.601
5,2010-06-29,pre Wind-up,Part 2,Visionaries,West Division,Rush Group,4,Tijuana,37,38,4,0.49333333333333335,0.472
5,2010-06-30,post Wind-up,Part 2,Visionaries,West Division,Rush Group,1,Los Angeles,49,30,0,0.620253164556962,0.571
5,2010-06-30,post Wind-up,Part 2,Visionaries,West Division,Rush Group,2,Phoenix,42,37,0,0.5316455696202531,0.601
5,2010-06-30,post Wind-up,Part 2,Visionaries,West Division,Rush Group,3,Oakland,41,38,0,0.5189873417721519,0.565
5,2010-06-30,post Wind-up,Part 2,Visionaries,West Division,Rush Group,4,Tijuana,38,41,0,0.4810126582278481,0.472
5,2010-08-12,pre Wind-up,Part 3,Founders,East Division,Port Group,1,Montreal,63,52,1,0.5478260869565217,0.58
5,2010-08-12,pre Wind-up,Part 3,Founders,East Division,Port Group,2,New York,60,53,3,0.5309734513274337,0.531
5,2010-08-12,pre Wind-up,Part 3,Founders,East Division,Port Group,3,Boston,55,61,0,0.47413793103448276,0.457
5,2010-08-12,pre Wind-up,Part 3,Founders,East Division,Port Group,4,New Haven,31,79,6,0.2818181818181818,0.253
5,2010-08-13,post Wind-up,Part 3,Founders,East Division,Port Group,1,Montreal,64,52,0,0.5517241379310345,0.58
5,2010-08-13,post Wind-up,Part 3,Founders,East Division,Port Group,2,New York,62,54,0,0.5344827586206896,0.531
5,2010-08-13,post Wind-up,Part 3,Founders,East Division,Port Group,3,Boston,55,61,0,0.47413793103448276,0.457
5,2010-08-13,post Wind-up,Part 3,Founders,East Division,Port Group,4,New Haven,32,84,0,0.27586206896551724,0.253
5,2010-08-12,pre Wind-up,Part 3,Founders,East Division,Canal Group,1,Pittsburgh,71,46,0,0.6068376068376068,0.494
5,2010-08-12,pre Wind-up,Part 3,Founders,East Division,Canal Group,2,Toronto,66,48,3,0.5789473684210527,0.506
5,2010-08-12,pre Wind-up,Part 3,Founders,East Division,Canal Group,3,Philadelphia,58,58,1,0.5,0.5
5,2010-08-12,pre Wind-up,Part 3,Founders,East Division,Canal Group,4,"Washington, D.C.",53,59,5,0.4732142857142857,0.49
5,2010-08-13,post Wind-up,Part 3,Founders,East Division,Canal Group,1,Pittsburgh,71,46,0,0.6068376068376068,0.494
5,2010-08-13,post Wind-up,Part 3,Founders,East Division,Canal Group,2,Toronto,66,51,0,0.5641025641025641,0.506
5,2010-08-13,post Wind-up,Part 3,Founders,East Division,Canal Group,3,Philadelphia,59,58,0,0.5042735042735043,0.5
5,2010-08-13,post Wind-up,Part 3,Founders,East Division,Canal Group,4,"Washington, D.C.",55,62,0,0.4700854700854701,0.49
5,2010-08-12,pre Wind-up,Part 3,Founders,West Division,Aurora Group,1,St. Paul,65,49,3,0.5701754385964912,0.571
5,2010-08-12,pre Wind-up,Part 3,Founders,West Division,Aurora Group,2,Winnipeg,55,58,4,0.48672566371681414,0.547
5,2010-08-12,pre Wind-up,Part 3,Founders,West Division,Aurora Group,3,St. Louis,50,62,5,0.44642857142857145,0.389
5,2010-08-12,pre Wind-up,Part 3,Founders,West Division,Aurora Group,4,Chicago,49,62,6,0.44144144144144143,0.481
5,2010-08-13,post Wind-up,Part 3,Founders,West Division,Aurora Group,1,St. Paul,68,49,0,0.5811965811965812,0.571
5,2010-08-13,post Wind-up,Part 3,Founders,West Division,Aurora Group,2,Winnipeg,57,60,0,0.48717948717948717,0.547
5,2010-08-13,post Wind-up,Part 3,Founders,West Division,Aurora Group,3,Chicago,53,64,0,0.452991452991453,0.481
5,2010-08-13,post Wind-up,Part 3,Founders,West Division,Aurora Group,4,St. Louis,51,66,0,0.4358974358974359,0.389
5,2010-08-12,pre Wind-up,Part 3,Founders,West Division,Rail Group,1,Akron,65,49,2,0.5701754385964912,0.562
5,2010-08-12,pre Wind-up,Part 3,Founders,West Division,Rail Group,2,Indianapolis,57,56,3,0.504424778761062,0.426
5,2010-08-12,pre Wind-up,Part 3,Founders,West Division,Rail Group,3,Detroit,56,59,1,0.48695652173913045,0.525
5,2010-08-12,pre Wind-up,Part 3,Founders,West Division,Rail Group,4,Columbus,54,57,5,0.4864864864864865,0.531
5,2010-08-13,post Wind-up,Part 3,Founders,West Division,Rail Group,1,Akron,66,50,0,0.5689655172413793,0.562
5,2010-08-13,post Wind-up,Part 3,Founders,West Division,Rail Group,2,Indianapolis,60,56,0,0.5172413793103449,0.426
5,2010-08-13,post Wind-up,Part 3,Founders,West Division,Rail Group,3,Detroit,57,59,0,0.49137931034482757,0.525
5,2010-08-13,post Wind-up,Part 3,Founders,West Division,Rail Group,4,Columbus,56,60,0,0.4827586206896552,0.531
5,2010-08-12,pre Wind-up,Part 3,Visionaries,East Division,Ridge Group,1,Charlotte,62,50,4,0.5535714285714286,0.508
5,2010-08-12,pre Wind-up,Part 3,Visionaries,East Division,Ridge Group,2,Atlanta,59,52,5,0.5315315315315315,0.466
5,2010-08-12,pre Wind-up,Part 3,Visionaries,East Division,Ridge Group,3,Nashville,57,58,1,0.4956521739130435,0.509
5,2010-08-12,pre Wind-up,Part 3,Visionaries,East Division,Ridge Group,4,Birmingham,53,60,3,0.4690265486725664,0.491
5,2010-08-13,post Wind-up,Part 3,Visionaries,East Division,Ridge Group,1,Charlotte,64,52,0,0.5517241379310345,0.508
5,2010-08-13,post Wind-up,Part 3,Visionaries,East Division,Ridge Group,2,Atlanta,62,54,0,0.5344827586206896,0.466
5,2010-08-13,post Wind-up,Part 3,Visionaries,East Division,Ridge Group,3,Nashville,57,59,0,0.49137931034482757,0.509
5,2010-08-13,post Wind-up,Part 3,Visionaries,East Division,Ridge Group,4,Birmingham,54,62,0,0.46551724137931033,0.491
5,2010-08-12,pre Wind-up,Part 3,Visionaries,East Division,Desert Group,1,Monterrey,59,55,2,0.5175438596491229,0.53
5,2010-08-12,pre Wind-up,Part 3,Visionaries,East Division,Desert Group,2,Dallas,56,55,5,0.5045045045045045,0.534
5,2010-08-12,pre Wind-up,Part 3,Visionaries,East Division,Desert Group,3,Merida,53,57,6,0.4818181818181818,0.51
5,2010-08-12,pre Wind-up,Part 3,Visionaries,East Division,Desert Group,4,San Antonio,53,59,4,0.4732142857142857,0.438
5,2010-08-13,post Wind-up,Part 3,Visionaries,East Division,Desert Group,1,Monterrey,61,55,0,0.5258620689655172,0.53
5,2010-08-13,post Wind-up,Part 3,Visionaries,East Division,Desert Group,2,Dallas,59,57,0,0.5086206896551724,0.534
5,2010-08-13,post Wind-up,Part 3,Visionaries,East Division,Desert Group,3,Merida,55,61,0,0.47413793103448276,0.51
5,2010-08-13,post Wind-up,Part 3,Visionaries,East Division,Desert Group,4,San Antonio,54,62,0,0.46551724137931033,0.438
5,2010-08-12,pre Wind-up,Part 3,Visionaries,West Division,Pass Group,1,Calgary,61,49,6,0.5545454545454546,0.534
5,2010-08-12,pre Wind-up,Part 3,Visionaries,West Division,Pass Group,2,Denver,56,57,4,0.49557522123893805,0.623
5,2010-08-12,pre Wind-up,Part 3,Visionaries,West Division,Pass Group,3,Vancouver,44,67,6,0.3963963963963964,0.37
5,2010-08-12,pre Wind-up,Part 3,Visionaries,West Division,Pass Group,4,Seattle,43,72,1,0.3739130434782609,0.41
5,2010-08-13,post Wind-up,Part 3,Visionaries,West Division,Pass Group,1,Calgary,66,50,0,0.5689655172413793,0.534
5,2010-08-13,post Wind-up,Part 3,Visionaries,West Division,Pass Group,2,Denver,57,60,0,0.48717948717948717,0.623
5,2010-08-13,post Wind-up,Part 3,Visionaries,West Division,Pass Group,3,Vancouver,46,71,0,0.39316239316239315,0.37
5,2010-08-13,post Wind-up,Part 3,Visionaries,West Division,Pass Group,4,Seattle,44,72,0,0.3793103448275862,0.41
5,2010-08-12,pre Wind-up,Part 3,Visionaries,West Division,Rush Group,1,Los Angeles,73,41,3,0.6403508771929824,0.571
5,2010-08-12,pre Wind-up,Part 3,Visionaries,West Division,Rush Group,2,Oakland,62,52,3,0.543859649122807,0.565
5,2010-08-12,pre Wind-up,Part 3,Visionaries,West Division,Rush Group,3,Phoenix,54,55,8,0.4954128440366973,0.601
5,2010-08-12,pre Wind-up,Part 3,Visionaries,West Division,Rush Group,4,Tijuana,54,60,3,0.47368421052631576,0.472
5,2010-08-13,post Wind-up,Part 3,Visionaries,West Division,Rush Group,1,Los Angeles,75,42,0,0.6410256410256411,0.571
5,2010-08-13,post Wind-up,Part 3,Visionaries,West Division,Rush Group,2,Oakland,63,54,0,0.5384615384615384,0.565
5,2010-08-13,post Wind-up,Part 3,Visionaries,West Division,Rush Group,3,Phoenix,60,57,0,0.5128205128205128,0.601
5,2010-08-13,post Wind-up,Part 3,Visionaries,West Division,Rush Group,4,Tijuana,54,63,0,0.46153846153846156,0.472
5,2010-09-25,pre Wind-up,Part 4,Founders,East Division,Port Group,1,Montreal,83,70,3,0.5424836601307189,0.58
5,2010-09-25,pre Wind-up,Part 4,Founders,East Division,Port Group,2,New York,79,71,6,0.5266666666666666,0.531
5,2010-09-25,pre Wind-up,Part 4,Founders,East Division,Port Group,3,Boston,75,78,3,0.49019607843137253,0.457
5,2010-09-25,pre Wind-up,Part 4,Founders,East Division,Port Group,4,New Haven,49,106,1,0.3161290322580645,0.253
5,2010-09-26,post Wind-up,Part 4,Founders,East Division,Port Group,1,Montreal,86,70,0,0.5512820512820513,0.58
5,2010-09-26,post Wind-up,Part 4,Founders,East Division,Port Group,2,New York,83,73,0,0.532051282051282,0.531
5,2010-09-26,post Wind-up,Part 4,Founders,East Division,Port Group,3,Boston,75,81,0,0.4807692307692308,0.457
5,2010-09-26,post Wind-up,Part 4,Founders,East Division,Port Group,4,New Haven,49,107,0,0.3141025641025641,0.253
5,2010-09-25,pre Wind-up,Part 4,Founders,East Division,Canal Group,1,Pittsburgh,96,57,3,0.6274509803921569,0.494
5,2010-09-25,pre Wind-up,Part 4,Founders,East Division,Canal Group,2,Toronto,79,75,2,0.512987012987013,0.506
5,2010-09-25,pre Wind-up,Part 4,Founders,East Division,Canal Group,3,Philadelphia,76,78,2,0.4935064935064935,0.5
5,2010-09-25,pre Wind-up,Part 4,Founders,East Division,Canal Group,4,"Washington, D.C.",74,80,2,0.4805194805194805,0.49
5,2010-09-26,post Wind-up,Part 4,Founders,East Division,Canal Group,1,Pittsburgh,98,58,0,0.6282051282051282,0.494
5,2010-09-26,post Wind-up,Part 4,Founders,East Division,Canal Group,2,Toronto,81,75,0,0.5192307692307693,0.506
5,2010-09-26,post Wind-up,Part 4,Founders,East Division,Canal Group,3,Philadelphia,77,79,0,0.4935897435897436,0.5
5,2010-09-26,post Wind-up,Part 4,Founders,East Division,Canal Group,4,"Washington, D.C.",76,80,0,0.48717948717948717,0.49
5,2010-09-25,pre Wind-up,Part 4,Founders,West Division,Aurora Group,1,St. Paul,90,64,2,0.5844155844155844,0.571
5,2010-09-25,pre Wind-up,Part 4,Founders,West Division,Aurora Group,2,Winnipeg,75,80,1,0.4838709677419355,0.547
5,2010-09-25,pre Wind-up,Part 4,Founders,West Division,Aurora Group,3,Chicago,71,83,2,0.461038961038961,0.481
5,2010-09-25,pre Wind-up,Part 4,Founders,West Division,Aurora Group,4,St. Louis,67,87,2,0.43506493506493504,0.389
5,2010-09-26,post Wind-up,Part 4,Founders,West Division,Aurora Group,1,St. Paul,90,66,0,0.5769230769230769,0.571
5,2010-09-26,post Wind-up,Part 4,Founders,West Division,Aurora Group,2,Winnipeg,75,81,0,0.4807692307692308,0.547
5,2010-09-26,post Wind-up,Part 4,Founders,West Division,Aurora Group,3,Chicago,71,85,0,0.4551282051282051,0.481
5,2010-09-26,post Wind-up,Part 4,Founders,West Division,Aurora Group,4,St. Louis,68,88,0,0.4358974358974359,0.389
5,2010-09-25,pre Wind-up,Part 4,Founders,West Division,Rail Group,1,Akron,85,70,1,0.5483870967741935,0.562
5,2010-09-25,pre Wind-up,Part 4,Founders,West Division,Rail Group,2,Indianapolis,79,75,2,0.512987012987013,0.426
5,2010-09-25,pre Wind-up,Part 4,Founders,West Division,Rail Group,3,Detroit,76,78,2,0.4935064935064935,0.525
5,2010-09-25,pre Wind-up,Part 4,Founders,West Division,Rail Group,3,Columbus,76,78,2,0.4935064935064935,0.531
5,2010-09-26,post Wind-up,Part 4,Founders,West Division,Rail Group,1,Akron,85,71,0,0.5448717948717948,0.562
5,2010-09-26,post Wind-up,Part 4,Founders,West Division,Rail Group,2,Indianapolis,81,75,0,0.5192307692307693,0.426
5,2010-09-26,post Wind-up,Part 4,Founders,West Division,Rail Group,3,Detroit,77,79,0,0.4935897435897436,0.525
5,2010-09-26,post Wind-up,Part 4,Founders,West Division,Rail Group,4,Columbus,76,80,0,0.48717948717948717,0.531
5,2010-09-25,pre Wind-up,Part 4,Visionaries,East Division,Ridge Group,1,Charlotte,84,70,2,0.5454545454545454,0.508
5,2010-09-25,pre Wind-up,Part 4,Visionaries,East Division,Ridge Group,2,Atlanta,79,74,3,0.5163398692810458,0.466
5,2010-09-25,pre Wind-up,Part 4,Visionaries,East Division,Ridge Group,3,Nashville,72,79,5,0.4768211920529801,0.509
5,2010-09-25,pre Wind-up,Part 4,Visionaries,East Division,Ridge Group,4,Birmingham,69,81,6,0.46,0.491
